Ward,Sub,Building Name,Building Address,Total Electors,Additions to the Voters List,Deletions to the Voters List,Corrections to the Voters List,School Board - Public,School Board - Catholic,School Board - French Public,School Board - French Catholic,School Board - Non-Resident,Total Eligible Electors,Number Voted,% Voted,Rejected Ballots,Declined Ballots
21,15,EQ1,70 Town Centre Court,257,22,0,1,257,21,1,0,0,279,77,28%,0,0
21,16,Centro Condominiums,25 Town Centre Court,366,24,4,1,357,24,4,0,0,385,95,25%,0,0
21,17,Forest Vista,61 Town Centre Court,335,19,3,1,305,49,2,0,0,356,135,38%,0,0
21,18,St. Andrews Public School,60 Brimorton Drive,2493,46,12,9,1990,520,4,7,8,2529,908,36%,3,0
21,19,Birkdale Community Centre,1299 Ellesmere Road,736,14,5,11,558,186,1,1,1,747,232,31%,1,0
21,20,Edgewood Public School,230 Birkdale Road,1604,23,9,16,1241,364,6,7,0,1618,567,35%,1,0
21,21,Dorset Park Baptist Church,1428 Kennedy Road,599,10,2,4,437,149,1,0,21,608,157,26%,0,0
21,22,Kennedy Lodge Nursing Home,1400 Kennedy Road,68,3,0,0,71,0,0,0,0,71,10,17%,0,2
21,23,Ellesmere-Statton Public School,739 Ellesmere Road,1855,30,5,20,1537,326,10,11,2,1886,519,28%,0,1
21,24,Ellesmere Community Centre,20 Canadian Road,1600,18,2,7,1286,311,9,8,8,1622,496,31%,0,0
21,25,Buchanan Public School,4 Bucannan Road,1561,22,11,8,1244,307,13,5,2,1571,468,30%,0,0
21,26,Maryvale Public School,1325 Pharmacy Avenue,2362,37,9,3,1935,431,6,13,10,2395,756,32%,2,1
21,27,Wexford Collegiate School for the Arts,1176 Pharmacy Avenue,1634,22,15,12,1179,437,12,10,6,1644,503,31%,0,0
21,28,The Wexford,1860 Lawrence Avenue East,134,34,10,1,142,14,1,1,0,158,63,40%,0,0
21,29,Salvation Army Flag Crest,2015 Lawrence Avenue East,160,17,2,3,160,16,0,0,0,176,92,52%,1,0
21,30,2150 Condos,1328 Birchmount Rd,176,20,4,4,172,19,2,0,0,193,71,37%,0,1
21,31,Aldebrain Towers,2155 Lawrence Avenue East,312,12,0,7,260,58,6,0,0,324,116,36%,0,0
21,32,Dorset Park Jr. Public School,28 Blaisdale Road,2110,15,12,9,1581,505,9,9,13,2117,638,30%,0,0
21,33,McGregor Park Community Centre,2231 Lawrence Avenue E,1625,35,6,8,1288,360,5,4,0,1657,370,22%,1,0
21,34,General Crerar Public School,30 McGregor Road,1310,10,5,8,1028,278,6,5,2,1319,356,27%,1,1
21,35,Hellenic Home,2411 Lawrence Avenue East,81,26,0,0,107,0,0,0,0,107,28,26%,0,0
21,36,The Birches,101 Prudential Drive,245,22,0,0,229,38,0,0,0,267,131,49%,1,0
21,37,Scarborough Fair,2550 Lawrence Avenue East,717,50,3,2,681,76,6,0,4,767,263,34%,0,0
21,38,Brock Tower,5 Brockley Drive,438,20,3,5,441,19,0,1,0,461,136,30%,0,0
21,39,Donwood Park P.S. - Highbrook,61 Dorcot Avenue,2375,49,20,11,2129,270,1,2,13,2415,665,28%,0,0
21,40,Bendale Acres,2920 Lawrence Avenue East,115,17,0,1,119,12,1,0,0,132,20,15%,0,0
21,41,Brimley Acres,2950 Lawrence Avenue East,174,18,3,3,176,13,0,0,0,189,81,43%,0,0
21,42,Jack Goodlad Residences,3010 Lawrence Avenue East,182,26,2,2,174,30,0,2,1,207,100,49%,0,1
21,43,Rockcliffe Care Community,3015 Lawrence Avenue East,36,30,0,0,54,12,0,0,0,66,38,61%,0,2
21,44,Bendale Public Library,1515 Danforth Road,1548,30,12,4,1158,404,1,3,0,1566,551,35%,0,0
21,45,Knob Hill United Church,23 Gage Avenue,1423,13,2,7,1003,398,5,8,21,1435,396,28%,0,0
21,46,Knob Hill Jr. Public School,25 Seminole Avenue,1156,72,3,5,1051,166,2,10,1,1230,369,30%,0,0
21,47,Hunter's Glen Jr. Public School,16 Haileybury Drive,1464,16,7,15,1130,346,0,2,0,1478,512,35%,1,0
21,48,Charles Gordon Public School,25 Marcos Blvd.,1082,21,9,2,929,168,0,0,0,1097,284,26%,26,0
21,49,Lord Roberts Jr Public School,165 Lord Roberts Drive,1504,16,11,1,1187,314,7,3,2,1513,518,34%,1,0
21,50,Jack Goodlad Community Centre,929 Kennedy Road,2219,36,16,13,1643,586,4,6,1,2240,624,28%,0,1
21,51,Ionview Public School,90 Ionview Road,3023,39,22,17,2504,517,6,4,6,3037,914,30%,2,0
21,52,George Peck Public School,1 Wayne Avenue,1713,36,9,30,1435,263,8,16,20,1742,618,36%,5,1
21,53,Precious Blood Catholic School,1035 Pharmacy Avenue,891,11,6,7,599,264,10,12,13,898,285,32%,0,0
21,54,Wexford Public School,1050 Pharmacy Avenue,1465,40,6,8,1171,308,6,5,10,1500,398,27%,0,0
21,55,Wilmar Heights United Church,963 Pharmacy Avenue,1076,14,7,1,803,274,4,0,0,1081,378,35%,0,0
21,56,Victoria Park Hub,1527 Victoria Park Ave,1363,22,7,12,1084,288,2,2,3,1379,325,24%,0,0
21,57,Rainbow Village,2460-2472 Eglinton Avenue East,1082,23,7,3,898,196,1,0,1,1096,356,33%,0,1
21,58,Jean Vanier Catholic School,959 Midland Avenue,1704,23,8,25,1354,363,1,0,1,1719,434,25%,0,0
21,59,Glen Ravine Jr Public School,11 Gadsby Drive,1207,10,5,10,910,295,1,1,4,1211,388,32%,0,1
21,60,St. David's Village,1290 Danforth Road,808,13,4,15,662,152,3,0,0,817,288,35%,0,1
21,61,Ecole Pere-Philippe-Lamarche,2850 Eglinton Avenue East,1994,27,11,14,1662,342,3,2,4,2013,438,22%,1,0
21,62,John McCrae Public School,431 McCowan Road,1802,27,5,10,1386,430,3,7,1,1827,539,30%,0,0
21,63,McCowan Place,121 Trudelle Street,349,7,1,2,293,60,1,1,0,355,164,46%,2,0
21,64,15 Torrance Road,15 Torrance Road,277,8,0,0,218,63,0,2,0,283,115,41%,0,0
21,65,St. Nicholas Catholic School,33 Amarillo Drive,2201,30,10,18,1614,585,11,11,0,2221,612,28%,8,0
21,97,Toronto City Hall - Vote Anywhere,100 Queen Street West,,7,5,4,,,,,,,111,,0,0
21,98,McGregor Park Community Centre,2231 Lawrence Ave East,,91,22,45,,,,,,,2336,,3,0
21,99,Ellesmere Community Centre,20 Canadian Road,,41,15,26,,,,,,,1192,,0,2
21 Total,,,,68812,1691,411,537,55737,13678,228,230,219,70092,24724,35%,66,18
22,1,St. Henry Catholic School,100 Bamburgh Circle,1763,18,5,15,1321,440,10,13,0,1784,637,36%,1,0
22,2,Bridlewoode Place,55 Bamburgh Circle,1310,25,3,8,1193,139,0,2,0,1334,436,33%,3,0
22,3,Terry Fox Public School,185 Wintermute Blvd,1538,14,17,7,1315,217,0,8,1,1541,493,32%,1,0
22,4,Kennedy Public School,20 Elmfield Crescent,1859,20,12,0,1527,299,0,13,38,1877,561,30%,0,0
22,5,Tendercare Living Centre,1020 McNicoll Avenue,109,57,1,1,169,0,0,0,0,169,70,41%,0,0
22,6,Vintage Gardens,1038 McNicoll Avenue,0,116,0,0,112,6,0,0,0,118,116,98%,0,0
22,7,Sir Ernest MacMillan Public School,149 Huntsmill Blvd.,1021,10,3,2,833,186,0,6,4,1029,385,37%,0,0
22,8,Sir Samuel B. Steele Public School,131 Huntsmill Blvd.,1604,17,4,5,1320,293,2,6,0,1621,475,29%,2,0
22,9,Monteray,175 Bamburgh Circle,577,9,1,1,507,75,1,0,0,583,218,37%,0,0
22,10,Skypark Recreation Centre,255 Bamburgh Circle,1081,22,3,6,998,101,1,0,0,1100,433,39%,0,1
22,11,David Lewis Public School,130 Fundy Bay Blvd.,2351,16,10,8,1902,450,1,9,0,2362,713,30%,5,0
22,12,L'Amoreaux Community Centre,2000 McNicoll Avenue,1480,21,6,3,1293,208,0,0,12,1513,384,25%,2,0
22,13,Bamburgh Manor,1883 McNicoll Avenue,747,14,2,8,651,104,2,2,0,759,204,27%,0,0
22,14,Villa Elegance,3088 Kennedy Road,157,13,0,1,158,11,0,1,1,171,78,46%,0,1
22,15,Mon Sheong Court,2020 McNicoll Avenue,308,12,0,8,300,20,0,0,0,320,154,48%,0,0
22,16,Mon Sheong Scarborough LTC,2030 McNicoll Avenue,70,21,0,0,81,8,2,0,0,91,34,37%,2,0
22,17,Chester Le Jr Public School,201 Chester Le Blvd.,1896,24,14,19,1452,427,7,3,15,1904,520,27%,1,0
22,18,Royalcrest,55 Huntingdale Blvd,795,29,5,3,678,130,4,7,0,819,378,46%,0,0
22,19,Beverly Glen Jr. Public School,85 Beverly Glen Blvd.,1922,23,4,5,1653,256,12,9,12,1942,725,37%,0,0
22,20,Bridletowne Place,3131 Bridletowne Circle,278,7,1,7,236,47,0,1,0,284,148,52%,0,0
22,21,3151 Bridletowne Circle,3151 Bridletowne Circle,280,9,4,2,254,28,2,0,0,284,152,54%,1,0
22,22,Glenhurst Apartments,100 Echo Point,424,26,3,9,382,60,5,1,1,449,167,37%,0,0
22,23,The Newhaven,2050 Bridletowne Circle,446,18,2,7,396,64,1,1,0,462,215,47%,0,0
22,24,Skygarden,2350 Bridletowne Crcl,860,24,4,6,736,140,3,2,0,881,484,55%,3,0
22,25,L'Amoreaux Collegiate Institute,2501 Bridletowne Circle,1617,12,8,4,1270,336,7,7,0,1620,487,30%,0,0
22,26,Brookmill Boulevard Public School,25 Brookmill Blvd.,1016,14,10,2,780,225,2,1,15,1023,311,30%,1,0
22,27,Woodland's On The Park,25 Silver Springs Blvd.,590,49,2,0,540,94,0,1,1,636,296,47%,0,0
22,28,Silver Springs Public School,222 Silver Springs Blvd.,1032,12,7,4,787,235,1,0,17,1040,262,25%,0,0
22,29,St. Sylvester Catholic School,260 Silver Springs Blvd.,1202,16,2,3,951,220,0,7,38,1216,366,30%,2,0
22,30,Corinthian Tower,2550 Pharmacy Avenue,329,7,1,0,277,56,1,1,0,335,152,45%,0,0
22,31,Mary Ward LINC & ESL School,44 Kelvinway Drive,2461,38,12,17,2123,346,3,14,2,2488,635,26%,0,0
22,32,Sir John A. Macdonald C.I.,2300 Pharmacy Ave,1128,7,8,2,821,303,1,5,0,1130,418,37%,1,1
22,33,Fairglen Junior Public School,2200 Pharmacy Avenue,819,13,6,10,646,174,4,3,0,827,291,35%,0,0
22,34,St. Paul's L'Amoreaux Church,3333 Finch Avenue East,313,54,1,46,354,19,0,0,0,373,178,48%,11,0
22,35,Springdale Place,10 Stonehill Court,268,13,0,0,249,32,0,0,0,281,110,39%,0,0
22,36,Oaktree Estates,1250 Bridletowne Circle,310,27,4,1,289,42,1,1,0,333,161,48%,1,0
22,37,St. Aidan Catholic Church,3501 Finch Ave E,1252,24,7,4,1018,236,2,10,3,1269,363,29%,1,0
22,38,Wesley Chapel,2385 Warden Ave,1398,18,8,7,1157,235,5,8,0,1405,476,34%,0,0
22,39,Timberbank Jr Public School,170 Timberbank Blvd.,1617,26,18,8,1322,272,9,20,2,1625,542,33%,0,0
22,40,Highland Heights Jr Public School,35 Glendower Circuit,2539,22,16,12,2092,425,21,11,2,2551,803,31%,0,0
22,41,Lynnwood Heights Jr Public School,50 Southlawn Drive,2016,29,9,12,1731,294,2,6,7,2040,568,28%,1,0
22,42,Msgr. Fraser College Midland Campus,2900 Midland Avenue,1339,21,8,5,1045,237,0,0,72,1354,305,23%,2,0
22,43,2743 Victoria Park Avenue,2743 Victoria Park Avenue,441,16,2,8,399,53,2,1,0,455,126,28%,0,0
22,44,8 Chichester Place,8 Chichester Place,232,10,0,0,235,7,0,0,0,242,132,55%,0,0
22,45,Wishing Well Manor,2008 Pharmacy Avenue,937,39,16,1,820,127,3,6,3,959,270,28%,0,0
22,46,Bridlewood Jr. Public School,60 Bridlewood Blvd.,2267,30,14,19,1860,399,4,19,5,2287,810,35%,0,1
22,47,270 Palmdale Drive,270 Palmdale Drive,298,4,0,1,261,41,0,0,0,302,132,44%,0,0
22,48,Vradenburg Jr Public School,50 Vradenberg Drive,2523,38,9,50,2142,366,20,22,9,2559,1016,40%,1,0
22,49,Scarsdale House,3275 Sheppard Avenue East,273,24,0,4,248,44,5,1,0,298,106,36%,0,0
22,50,Lynngate Junior Public School,129 Cass Avenue,2231,28,9,2,1735,476,6,31,8,2256,801,36%,10,0
22,51,Holy Spirit Catholic School,3530 Sheppard Avenue East,1298,19,5,6,1148,165,2,3,0,1318,246,19%,0,0
22,52,Stephen Leacock Seniors Community Centre,2520 Birchmount Road,1559,15,8,2,1267,284,1,16,9,1577,388,25%,2,0
22,53,Tam O'Shanter Jr Public School,21 King Henry's Boulevard,2156,62,16,17,2009,170,6,3,28,2216,504,23%,0,0
22,54,The Greens at Tams,168 Bonis Ave,889,12,6,9,821,74,0,0,0,895,396,44%,6,0
22,55,Tam O'Shanter,228 Bonis Avenue,695,7,7,6,635,56,3,0,0,694,273,39%,0,0
22,56,The Camargue,2365 Kennedy Road,350,9,0,4,307,50,2,0,0,359,156,43%,0,0
22,57,Tam O'Shanter Towers,3825 Sheppard Avenue East,290,33,4,0,309,10,0,0,0,319,169,53%,0,0
22,58,Shepherd Lodge,3760 Sheppard Ave. E.,138,46,2,2,174,8,0,0,0,182,72,40%,2,0
22,59,Shepherd Manor,125 Bonis Avenue,354,153,7,8,493,10,0,1,0,504,295,59%,4,0
22,60,Inglewood Heights Jr Public School,45 Dempster Street,2659,46,22,23,2294,380,11,10,4,2699,746,28%,0,0
22,61,Solaris at Metrogate,135 VIllage Green Square,776,35,5,5,726,74,2,4,0,806,195,24%,0,0
22,62,Ventus at Metrogate,151 Village Green Square,459,18,3,8,415,56,0,3,0,474,129,27%,1,0
22,63,Chelmsford,4091 Sheppard Ave. East,492,8,3,3,432,65,1,0,0,498,164,33%,0,0
22,64,St. Timothy's Anglican Church,4125 Sheppard Avenue East,688,16,1,8,592,97,0,5,14,708,213,30%,0,0
22,97,Toronto City Hall - Vote Anywhere,100 Queen Street West,,1,4,3,,,,,,,101,,0,0
22,98,L'Amoreaux Community Centre,2000 McNicoll Ave,,96,25,25,,,,,,,2049,,1,1
22,99,Stephen Leacock Seniors Community Centre,2520 Birchmount Road,,115,25,63,,,,,,,2921,,0,1
22 Total,,,,66127,1847,424,545,56241,10502,180,304,323,67550,27314,40%,68,6
23,1,Port Royal Public School,408 Port Royal Trail,2176,4,3,1,1867,304,0,10,0,2181,572,26%,0,0
23,2,St. Rene Goupil Catholic School,44 Port Royal Trail,1382,11,6,5,1110,269,1,7,0,1387,452,33%,1,0
23,3,Milliken Public School,130 Port Royal Trail,1436,21,9,9,1167,269,2,5,6,1449,389,27%,2,1
23,4,Yee Hong Centre for Geriatric Care,2311 McNicoll Avenue,267,27,23,5,259,12,0,0,0,271,84,31%,0,0
23,5,Agnes MacPhail Public School,112 Goldhawk Trail,1796,25,3,14,1466,343,5,1,0,1815,542,30%,1,0
23,6,Banting and Best Public School,380 Goldhawk Trail,1396,7,5,2,1147,253,0,1,0,1401,366,26%,0,0
23,7,Prince of Peace Catholic School,255 Alton Towers Circle,1431,19,8,1,1162,271,0,1,7,1441,358,25%,0,0
23,8,Ambassadors I,300 Alton Towers Circle,421,13,1,4,370,63,0,0,0,433,187,43%,0,0
23,9,Ambassadors II,330 Alton Towers Circle,414,7,3,2,348,70,0,0,0,418,136,33%,0,0
23,10,Ambassadors III,350 Alton Towers Circle,394,16,0,1,354,57,0,0,0,411,143,35%,7,0
23,11,The Platinum East,80 Alton Towers Circle,386,22,3,5,369,34,0,2,0,405,151,37%,0,0
23,12,Gatsby Condominium,88 Alton Towers Circle,357,21,3,4,349,27,0,0,0,376,110,29%,0,0
23,13,Optima on the Park 1 & 2,160 Alton Towers Circle,665,21,0,3,614,74,1,1,0,690,236,34%,0,0
23,14,Milliken Park Community Centre,4325 McCowan Road,1725,16,4,11,1346,386,2,2,1,1737,397,23%,1,0
23,15,Macklin Public School,136 Ingleton Blvd.,1867,18,5,7,1351,483,0,0,47,1881,563,30%,0,0
23,16,Brookside Public School,75 Oasis Blvd.,2110,49,5,8,1706,408,0,3,39,2156,785,36%,0,0
23,17,Blessed Pier Giorgio Frassati School,8 Seasons Drive,2021,35,4,9,1690,363,3,0,0,2056,595,29%,1,1
23,18,Percy Williams Public School,35 White Heather Blvd.,2656,30,6,20,2172,457,5,4,42,2680,760,28%,0,1
23,19,Wedgewood Grove,30 Thunder Grove,367,11,1,1,315,62,0,0,0,377,149,40%,0,0
23,20,Ridgeford Apartments,25 Thunder Grove,354,17,2,5,267,102,0,0,0,369,115,31%,0,0
23,21,Forest Manor,1580 Sandhurst Circle,654,61,9,4,618,85,2,1,0,706,237,34%,2,0
23,22,Brimwood Boulevard Public School,151 Brimwood Blvd,1341,12,9,3,1060,269,3,9,5,1346,369,27%,0,0
23,23,Our Lady of Grace Catholic School,121 Brimwood Blvd.,902,11,5,3,720,184,1,2,0,907,299,33%,0,0
23,24,Alexmuir Junior Public School,95 Alexmuir Blvd.,1996,13,11,12,1613,375,6,3,0,1997,570,29%,0,0
23,25,St. Marguerite Bourgeoys School,75 Alexmuir Blvd.,1668,19,6,10,1406,260,7,4,2,1679,452,27%,0,0
23,26,Chartland Junior Public School,109 Chartland Blvd. South,1783,22,6,8,1526,268,0,8,0,1802,556,31%,0,1
23,27,North Agincourt Jr Public School,60 Moran Road,1097,10,5,4,990,108,2,1,0,1101,375,34%,0,0
23,28,Chartwell Place,5001 Finch Avenue E.,558,16,3,4,516,54,0,1,0,571,248,43%,0,0
23,29,St. Ignatius of Loyola School,2350 McCowan Road,2338,17,16,7,1888,407,3,11,33,2342,682,29%,0,0
23,30,Ecole Saint-Jean-de-Lalande,500 Sandhurst Circle,1802,26,11,7,1489,316,3,12,0,1820,513,28%,0,0
23,31,Anson S. Taylor Jr Public School,20 Placentia Blvd,1838,21,6,12,1539,292,3,5,14,1853,603,33%,0,0
23,32,Yee Hong Centre-Scarborough Finch,60 Scottfield Drive,102,36,0,1,136,2,0,0,0,138,41,30%,0,0
23,33,Yee Hong Garden Terrace,100 Scottfield Drive,198,31,4,1,210,16,0,0,0,226,123,54%,3,0
23,34,Yee Hong Garden Terrace,90 Scottfield Drive,176,10,3,2,170,13,0,0,0,183,75,41%,0,0
23,35,Tom Longboat Jr. Public School,37 Crow Trail,1690,38,3,13,1331,350,1,6,39,1727,490,28%,0,0
23,36,St. Gabriel Lalemant School,160 Crow Trail,2151,51,5,8,1750,443,5,6,1,2205,590,27%,0,0
23,37,Carriage House I,10 Tapscott Road,185,17,0,1,182,20,0,0,0,202,104,51%,1,0
23,38,Carriage House II,99 Blackwell Avenue,206,12,0,2,182,36,0,1,0,219,104,47%,0,0
23,39,Berner Trail Jr. Public School,120 Berner Trail,2215,40,6,66,1692,542,4,7,4,2249,642,29%,3,0
23,40,St. Barnabas Catholic School,30 Washburn Way,1280,13,2,5,943,334,10,7,0,1294,301,23%,0,0
23,41,Malvern Junior Public School,70 Mammoth Hall Trail,2228,38,10,8,1867,367,6,8,13,2261,511,23%,0,0
23,42,Burrows Hall Jr. Public School,151 Burrows Hall Blvd.,1136,12,7,4,866,261,5,9,1,1142,293,26%,0,0
23,43,Burrows Hall Community Centre,1081 Progress Avenue,2172,35,5,18,1835,357,3,7,5,2207,454,21%,3,0
23,44,Sts. Peter & Paul Residence,221 Milner Avenue,168,30,2,8,159,37,0,0,0,196,91,46%,0,0
23,45,St. Elizabeth Seton Catholic School,25 Havenview Road,2002,26,5,17,1646,372,4,1,7,2030,481,24%,10,0
23,46,White Haven Jr. Public School,105 Invergordon Avenue,1583,26,8,10,1296,293,2,5,6,1602,392,25%,0,1
23,47,Riviera Club 1,4727 Sheppard Avenue East,375,8,0,3,314,70,0,0,0,384,148,39%,0,0
23,48,Riviera Club 2,4725 Sheppard Avenue East,497,14,0,2,472,39,0,0,0,511,201,39%,1,0
23,49,Nanak House,360 Pitfield Road,305,15,1,4,290,29,0,0,0,319,115,36%,0,0
23,50,C.D. Farquharson Jr Public School,1965 Brimley Road,1584,8,2,10,1229,341,2,4,16,1592,471,30%,1,0
23,51,Agincourt Recreation Centre,31 Glen Watford Drive,2021,19,15,13,1640,326,7,12,43,2028,584,29%,3,0
23,97,Toronto City Hall - Vote Anywhere,100 Queen Street West,,2,6,2,,,,,,,68,,0,0
23,98,Burrows Hall Community Centre,1081 Progress Ave,,54,11,37,,,,,,,1429,,0,1
23,99,Milliken Park Community Centre,4325 McCowan Road,,42,18,19,,,,,,,1674,,3,0
23 Total,,,,61872,1195,294,445,51004,11173,98,167,331,62773,21376,34%,43,6
24,1,Blue Danube House,1680 Ellesmere Road,208,0,3,0,160,45,0,0,0,205,85,41%,0,0
24,2,Consilium Club,88 Corporate Drive,1542,30,8,25,1359,196,5,2,3,1565,469,30%,0,0
24,3,Hillsborough Shared Facilities,18 Lee Centre Drive,579,21,0,0,550,49,1,0,0,600,155,26%,0,0
24,4,Ellipse I & II,38 Lee Centre Drive,726,34,3,3,666,84,3,3,0,756,189,25%,0,0
24,5,May Tower 1 & 2,1 Lee Centre Drive,551,19,6,5,504,59,1,0,0,564,157,28%,0,0
24,6,Centennial Recreation Centre,1967 Ellesmere Road,1785,60,10,14,1672,144,2,3,30,1851,359,20%,4,2
24,7,Village Apartments,50 Tuxedo Court,314,12,3,3,314,11,0,0,0,325,98,30%,0,0
24,8,Woburn Collegiate Institute,2222 Ellesmere Road,1263,8,6,9,1042,224,3,1,3,1273,325,26%,0,0
24,9,Woburn Junior Public School,40 Dormington Drive,1883,41,6,7,1719,215,4,2,2,1942,522,27%,1,0
24,10,St. Edmund Campion Catholic School,30 Highcastle Road,1450,16,17,7,981,450,2,13,0,1446,500,35%,2,0
24,11,Highcastle Public School,370 Military Trail,2458,23,12,11,1790,661,11,5,3,2470,731,30%,0,0
24,12,Military Trail Public School,701 Military Trail,2648,43,10,19,2211,457,5,14,0,2687,630,23%,0,0
24,13,Skyview Manor,100 Mornelle Court,270,12,2,2,250,31,0,0,0,281,101,36%,0,0
24,14,Maple Dale,3050 Ellesmere Road,373,29,5,0,337,57,2,0,0,396,168,43%,0,1
24,15,Seven Oaks,9 Neilson Road,67,10,0,0,63,14,0,0,0,77,13,17%,0,0
24,16,Shoniker Place,2877 Ellesmere Road,143,8,1,0,132,18,0,0,0,150,73,49%,0,0
24,17,Curran Hall Community Centre,277 Orton Park Road,1144,20,5,8,903,250,4,3,0,1160,395,34%,0,0
24,18,George B. Little Jr. Public School,125 Orton Park Road,1891,19,6,19,1506,378,11,11,0,1906,612,32%,3,0
24,19,Heather Heights Jr Public School,80 Slan Avenue,1830,22,5,13,1473,352,8,13,3,1849,638,35%,2,1
24,20,Churchill Heights Public School,749 Brimorton Drive,1860,37,5,9,1515,365,2,7,4,1893,621,33%,0,1
24,21,Bellmere Jr. Public School,470 Brimorton Drive,1148,24,1,12,863,299,5,4,3,1174,382,33%,0,0
24,22,Tredway Woodsworth Public School,112 Sedgemount Drive,2259,30,8,8,1767,499,2,8,6,2282,729,32%,0,0
24,23,St. Richard Catholic School,960 Bellamy Road North,813,6,3,0,588,222,0,8,0,818,314,38%,3,0
24,24,North Bendale Jr. Public School,29 Aveline Crescent,1066,8,9,5,799,253,10,5,0,1067,332,31%,2,0
24,25,Bendale Jr. Public School,61 Benshire Drive,633,17,5,8,501,139,0,5,0,645,245,38%,0,0
24,26,St. Rose of Lima Catholic School,3220 Lawrence Avenue East,1181,15,3,3,822,354,6,10,2,1194,428,36%,3,0
24,27,Cedarbrook Community Centre,91 Eastpark Blvd.,1157,20,6,7,930,230,2,2,4,1168,274,24%,0,1
24,28,Cedarbrook Lodge,520 Markham Road,119,50,0,0,153,16,0,0,0,169,57,34%,1,0
24,29,Robin Gardner Voce,525 Markham Road,956,37,2,13,896,95,0,0,0,991,234,24%,0,0
24,30,Cedarbrae Manor,65 Greencrest Circuit,428,16,1,3,421,21,1,0,0,443,212,48%,4,0
24,31,Cornell Jr. Public School,61 Holmfirth Terrace,1883,99,10,165,1741,221,4,6,2,1974,754,38%,2,0
24,32,St. Barbara Catholic School,25 Janray Drive,1392,26,8,10,1066,332,0,5,9,1412,425,30%,0,0
24,33,Golf Road Jr. Public School,730 Scarborough Golf Club Rd,788,17,2,5,625,172,1,2,4,804,280,35%,0,3
24,34,Extendicare Scarborough,3830 Lawrence Ave. East,78,27,1,0,97,7,0,0,0,104,38,37%,1,0
24,35,Willow Park Jr. Public School,45 Windover Drive,2113,35,11,83,1795,324,13,7,1,2140,612,29%,1,1
24,36,Galloway Road Public School,192 Galloway Road,3241,58,10,68,2699,559,11,16,9,3294,717,22%,0,0
24,37,West Hill Apartments,4175 Lawrence Avenue East,292,9,4,2,287,10,0,1,0,298,98,33%,1,0
24,38,St. Martin De Porres Catholic School,230 Morningside Avenue,2173,33,15,16,1813,349,14,8,7,2191,488,22%,0,0
24,39,Maplewood High School,120 Galloway Road,1363,17,7,10,1075,282,8,4,3,1372,271,20%,0,0
24,40,Eastview Public School,20 Waldock Street,1655,15,7,11,1202,448,4,9,0,1663,516,31%,1,0
24,41,Poplar Road Jr. Public School,66 Dearham Wood,1220,23,8,4,1079,153,3,0,1,1236,558,45%,0,0
24,42,Guildwood Jr. Public School,225 Livingston Road,1757,24,9,10,1430,336,1,6,0,1773,739,42%,1,0
24,43,Prominence Point,90 Dale Avenue,193,10,1,0,174,28,0,0,0,202,98,49%,0,0
24,44,The Gates of Guildwood,10 Guildwood Pkwy,560,18,4,3,500,71,1,1,0,573,377,66%,0,1
24,45,399 Markham Road,399 Markham Road,336,24,0,8,323,37,0,1,0,361,105,29%,0,0
24,46,Cedarbrook Jr. Public School,56 Nelson Street,2539,40,11,15,1950,606,10,4,3,2573,854,33%,2,0
24,47,Cedar Drive Jr. Public School,21 Gatesview Avenue,2867,56,7,24,2516,376,12,6,7,2917,681,23%,2,0
24,48,The Guildford,3380 Eglinton Avenue East,433,17,4,2,414,39,1,0,0,454,187,41%,0,0
24,49,Guildwood Terrace,3233 Eglinton Ave East,470,21,3,8,408,77,3,0,0,488,218,45%,0,0
24,50,Guildwood  Extendicare,60 Guildwood Parkway,61,33,0,1,93,1,0,0,0,94,37,39%,0,0
24,51,Sir Wilfrid Laurier Collegiate,145 Guildwood Parkway,1356,18,20,17,1162,170,7,8,5,1352,515,38%,2,1
24,52,The Bournemouth,45 Livingston Road,262,18,8,2,245,24,1,2,0,272,144,53%,3,0
24,53,Elizabeth Simcoe Jr. Public School,166 Sylvan Avenue,1442,24,12,28,1180,254,4,16,0,1454,592,41%,0,1
24,54,Scarborough Village Recreation Centre,3600 Kingston Road,1350,27,0,16,1066,295,7,6,3,1377,420,31%,0,2
24,55,Momiji Seniors Centre,3555 Kingston Road,116,20,1,3,134,1,0,0,0,135,68,50%,1,0
24,97,Toronto City Hall - Vote Anywhere,100 Queen Street West,,7,5,1,,,,,,,75,,0,0
24,98,Centennial Recreation Centre,1967 Ellesmere Road,,95,25,36,,,,,,,1886,,0,0
24,99,Scarborough Village Recreation Centre,3600 Kingston Road,,33,12,37,,,,,,,1542,,2,1
24 Total,,,,62685,1531,356,798,51961,11360,195,227,117,63860,23343,37%,44,16
25,1,Thomas L Wells Public School,69 Nightstar Road,2572,57,9,22,2127,494,0,5,0,2626,1022,39%,0,0
25,2,Mayfair on the Green III,430 McLevin Avenue,454,3,1,4,399,59,0,0,0,458,207,45%,0,0
25,3,Mayfair on the Green I,400 McLevin Avenue,326,15,0,0,301,42,0,0,0,343,146,43%,0,0
25,4,Mayfair on the Green II,410 McLevin Avenue,334,0,1,0,317,16,0,1,0,334,134,40%,0,0
25,5,Neilson Hall Apartments,1315 Neilson Road,168,5,2,4,164,7,0,0,0,171,93,54%,1,0
25,6,Glenmaple,1319 Neilson Road,199,8,0,1,189,18,1,0,0,208,100,48%,0,0
